Hex,Emoji,English Name,Myanmar Name,Keywords
1FA79,🩹,adhesive bandage,ဆေးပလပ်စတာ,"ဆေးပလပ်စတာ, ပလပ်စတာ"
1FA7C,🩼,crutch,ချိုင်းထောက်,"ချိုင်းထောက်, တုတ်ကောက်, ထိခိုက်ဒဏ်ရာ, မသန်စွမ်း"
1FA7A,🩺,stethoscope,ဆရာဝန်သုံး နားကြပ်,"ဆရာဝန်, ဆရာဝန်သုံး နားကြပ်, ဆေး, နှလုံး"
1FA7B,🩻,x-ray,ဓာတ်မှန်,"ဆရာဝန်, ဆေးပညာ, ဓာတ်မှန်, အရိုး, အရိုးစု"
1F6AA,🚪,door,တံခါး,တံခါး
1F6D7,🛗,elevator,စက်လှေကား,"စက်လှေကား, ဓာတ်လှေကား, မ တင်သည်, အများသုံးနိုင်မှု"
1FA9E,🪞,mirror,မှန်,"ပြန်ကန်, မှန်"
1FA9F,🪟,window,ပြတင်းပေါက်,"ပြတင်းပေါက်, ဘောင်, မြင်ကွင်း, လေကောင်းလေသန့်, အကြည်, အပေါက်"
1F6CF-FE0F,🛏️,bed,,
1F6CB-FE0F,🛋️,couch and lamp,,
1FA91,🪑,chair,ကုလားထိုင်,"ကုလားထိုင်, ထိုင်, ထိုင်ခုံ"
1F6BD,🚽,toilet,အိမ်သာ,အိမ်သာ
1FAA0,🪠,plunger,စုပ်ခွက်,"စုပ်ခွက်, ပိုက်ပြင်သူ, အိမ်သာ"
1F6BF,🚿,shower,ရေပန်း,"ရေ, ရေပန်း"
1F6C1,🛁,bathtub,ရေချိုးကန်,"ရေချိုး, ရေချိုးကန်"
1FAA4,🪤,mouse trap,ကြွက်ထောင်ချောက်,"ကျော့ကွင်း, ကြွက်ထောင်ချောက်, ထောင်ချောက်, မျှားစာ"
1FA92,🪒,razor,မောင်းချဓား,"ထက်သော, မောင်းချဓား, ရိတ်"
1F9F4,🧴,lotion bottle,လိမ်းဆေးဘူး,"ခေါင်းလျှော်ရည်, နေပူခံလိမ်းဆေး, လိမ်းဆေး, လိမ်းဆေးဘူး, အလှဆီ"
1F9F7,🧷,safety pin,တွယ်ချိတ်,"ကလေး ခါးထောင်းကျိုက်ပိတ်စ, တွယ်ချိတ်, ပန့်ခ် ရော့ခ်"
1F9F9,🧹,broom,တံမြက်စည်း,"စုန်းမ, တံမြက်စည်း, တံမြက်လှည်းခြင်း, သန့်ရှင်းရေး"
1F9FA,🧺,basket,ခြင်းတောင်း,"ခြင်းတောင်း, စိုက်ပျိုးမွေးမြူရေး, ပျော်ပွဲစား, အဝတ်လျှော်ခြင်း"
1F9FB,🧻,roll of paper,လက်သုပ်စက္ကူလိပ်,"လက်သုပ်စက္ကူလိပ်, အိမ်သာသုံးစက္ကူ"
1FAA3,🪣,bucket,ပုံး,"ပုံး, ပုံစံခွက်, လက်ဆွဲပုံး"
1F9FC,🧼,soap,ဆပ်ပြာ,"ဆပ်ပြာ, ဆပ်ပြာခွက်, ဆပ်ပြာတုံး, ဆပ်ပြာမြှုပ်, ရေချိုးခြင်း, သန့်စင်ခြင်း"
1FAE7,🫧,bubbles,ပူဖောင်း,"ဆပ်ပြာပူဖောင်း, ပူဖောင်း, ရေအောက်, လေပူဖောင်း"
1FAA5,🪥,toothbrush,သွားပွတ်တံ,"တစ်ကိုယ်ရေ သန့်ရှင်းရေး, ရေချိုးခန်း, သွား, သွားပွတ်တံ, သွားဘက်ဆိုင်ရာ"
1F9FD,🧽,sponge,ရေမြှုပ်,"စိမ့်ဝင်ခြင်း, စုပ်ယူခြင်း, ရေမြှုပ်, သန့်စင်ခြင်း"
1F9EF,🧯,fire extinguisher,မီးသတ်ဘူး,"ငြိမ်းသတ်ခြင်း, ငြိမ်းသတ်သည်, မီး, မီးသတ်ဘူး"
1F6D2,🛒,shopping cart,စျေးဝယ်တွန်းလှည်း,"စျေးဝယ်တွန်းလှည်း, စျေးဝယ်သည်, တွန်းလှည်း, လက်တွန်းလှည်း"
1F6AC,🚬,cigarette,ဆေးလိပ်သောက်ခြင်း,"စီးကရက်, ဆေးလိပ်သောက်ခြင်း"
26B0-FE0F,⚰️,coffin,,
1FAA6,🪦,headstone,သုသာန်မြေပုံခေါင်းရင်း မှတ်တိုင်,"သင်္ချိုင်း, သင်္ချိုင်းဂူကမ္ပည်း ကျောက်စာတိုင်, သုသာန်, သုသာန်မြေပုံခေါင်းရင်း မှတ်တိုင်, အုတ်ဂူ"
26B1-FE0F,⚱️,funeral urn,,
1F9FF,🧿,nazar amulet,နာဇာ အမ်မြူလက်,"တာလီစ်မန်း, နာဇာ, နာဇာ အမ်မြူလက်, ပုတီးစေ့, မန္တန်, ယုတ်မာသော အကြည့်"
1FAAC,🪬,hamsa,ဟမ်ဇာအဆောင်,"ကံ, ဖာတီမာ, မယ်ရီယမ်, မေရီ, လက်, ဟမ်ဇာအဆောင်, အကာအကွယ်, အဆောင်"
1F5FF,🗿,moai,မိုအိုင်,"ကျောက်ဆစ်ရုပ်, မျက်နှာ, မိုအိုင်"
1FAA7,🪧,placard,လက်ကိုင်ပိုစတာ,"ဆန္ဒပြခြင်း, ဆန္ဒပြပွဲ, ဆိုင်းဘုတ်, လက်ကိုင်ပိုစတာ, သပိတ်တားသူ"
1FAAA,🪪,identification card,မှတ်ပုံတင်ကတ်ပြား,"မှတ်ပုံတင်ကတ်ပြား, လိုင်စင်, လုံခြုံရေး, သက်သေခံကတ်, အိုင်ဒီ"
1F3E7,🏧,ATM sign,အေတီအမ် ငွေထုတ်စက် သင်္ကေတ,"ဘဏ်ငွေထုတ်စက်, အလိုအလျောက်, အေတီအမ်, အေတီအမ် ငွေထုတ်စက် သင်္ကေတ"
1F6AE,🚮,litter in bin sign,အမှိုက်ထည့်ရန် ဆိုင်းဘုတ်,"အမှိုက်, အမှိုက်ထည့်ရန် ဆိုင်းဘုတ်, အမှိုက်ပုံး"
1F6B0,🚰,potable water,သောက်ရေ,"ရေ, သောက်, သောက်ရေ"
267F,♿,wheelchair symbol,ဘီးတပ်ကုလားထိုင်,"ဘီးတပ်ကုလားထိုင်, သုံးနိုင်"
1F6B9,🚹,men’s room,အမျိုးသား သန့်စင်ခန်း,"ရေအိမ်, အမျိုးသား သန့်စင်ခန်း, အမျိုးသား အိမ်သာ"
1F6BA,🚺,women’s room,အမျိုးသမီး သန့်စင်ခန်း,"ရေအိမ်, အမျိုးသမီး သန့်စင်ခန်း, အိမ်သာ"
1F6BB,🚻,restroom,အများသုံး ရေအိမ်,"ရေအိမ်, အများသုံး ရေအိမ်, အများသုံး သန့်စင်ခန်း, အိမ်သာ"
1F6BC,🚼,baby symbol,ကလေး သင်္ကေတ,"ကလေး, ကလေး သင်္ကေတ, လဲရန်"
1F6BE,🚾,water closet,ရေအိမ်,"ရေအိမ်, ရေအိမ် သင်္ကေတ, သန့်စင်ခန်း, အိမ်သာ"
1F6C2,🛂,passport control,နိုင်ငံကူးလက်မှတ် စစ်ဆေးရေးဌာန,"နိုင်ငံကူးလက်မှတ်, နိုင်ငံကူးလက်မှတ် စစ်ဆေးရေးဌာန"
1F6C3,🛃,customs,အကောက်ခွန်,အကောက်ခွန်
1F6C4,🛄,baggage claim,ပစ္စည်းရွေးရန်,"ခရီးဆောင်အိတ်, ခရီးဆောင်အိတ် ရွေးရန်, ပစ္စည်းရွေးရန်"
1F6C5,🛅,left luggage,ပစ္စည်းအပ်ရန်,"ခရီးဆောင်အိတ်, ခရီးဆောင်အိတ် အပ်ရန်ဌာန, ခေတ္တ ပစ္စည်းအပ်ရန် နေရာ, ပစ္စည်းအပ်ရန်, အထုပ်အပိုး"
26A0-FE0F,⚠️,warning,,
1F6B8,🚸,children crossing,ကလေးများ လမ်းကူးသည့်နေရာ,"ကလေး, ကလေးများ လမ်းကူးသည့်နေရာ, ခြေကျင်, ယာဉ်သွားလာမှု, လမ်းဆုံ"
26D4,⛔,no entry,မဝင်ရ,"ခွင့်မပြု, တားမြစ်, မရှိ, မလုပ်ရ, မဝင်ရ, ယာဉ်သွားလာမှု, အဝင်, တား, ပိတ်"
1F6AB,🚫,prohibited,တားမြစ်နေရာ,"တားမြစ်, တားမြစ်နေရာ, မရှိ, မလုပ်ရ, အဝင်"
1F6B3,🚳,no bicycles,စက်ဘီးမစီးရ,"ခွင့်မပြု, စက်ဘီး, စက်ဘီးမစီးရ, တားမြစ်, မစီးရ, မလုပ်ရ, ယာဉ်"
1F6AD,🚭,no smoking,ဆေးလိပ် မသောက်ရ,"ခွင့်မပြု, စီးကရက် သောက်, ဆေးလိပ် မသောက်ရ, တားမြစ်, မလုပ်ရ"
1F6AF,🚯,no littering,အမှိုက် မပစ်ရ,"ခွင့်မပြု, တားမြစ်, မပစ်ရ, အမှိုက်"
1F6B1,🚱,non-potable water,သောက်ရေ မဟုတ်,"ခွင့်မပြု, တားမြစ်, မဟုတ်, ရေ, သောက်, သောက်ရေ"
1F6B7,🚷,no pedestrians,ဖြတ်သန်း မသွားရ,"ခြေကျင်, ခြေကျင်မလျှောက်ရ, ခွင့်မပြု, တားမြစ်, ဖြတ်သန်း မသွားရ, မလျှောက်ရ"
1F4F5,📵,no mobile phones,မိုဘိုင်းဖုန်း မသုံးရ,"ခွင့်မပြု, ဆဲလ်, တားမြစ်, ဖုန်း, မသုံးရ, မိုဘိုင်း, မိုဘိုင်းဖုန်း မသုံးရ"
1F51E,🔞,no one under eighteen,ဆယ့်ရှစ်နှစ်အောက် ခွင့်မပြု,"၁၈, ဆယ့်ရှစ်, ဆယ့်ရှစ်နှစ်အောက် ခွင့်မပြု, တားမြစ်, အသက် ကန့်သတ်ချက်, အသက်မပြည့်"
2622-FE0F,☢️,radioactive,,
2623-FE0F,☣️,biohazard,,
2B06-FE0F,⬆️,up arrow,,
2197-FE0F,↗️,up-right arrow,,
27A1-FE0F,➡️,right arrow,,
2198-FE0F,↘️,down-right arrow,,
2B07-FE0F,⬇️,down arrow,,
2199-FE0F,↙️,down-left arrow,,
2B05-FE0F,⬅️,left arrow,,
2196-FE0F,↖️,up-left arrow,,
2195-FE0F,↕️,up-down arrow,,
2194-FE0F,↔️,left-right arrow,,
21A9-FE0F,↩️,right arrow curving left,,
21AA-FE0F,↪️,left arrow curving right,,
2934-FE0F,⤴️,right arrow curving up,,
2935-FE0F,⤵️,right arrow curving down,,
1F503,🔃,clockwise vertical arrows,ညာရစ် ဒေါင်လိုက်ပြ မြားများ,"ညာရစ် ဒေါင်လိုက်ပြ မြားများ, နာရီလက်တံလားရာ, နာရီလက်တံလားရာအတိုင်း ညာရစ်ပြ ဒေါင်လိုက် မြားများ, မြား"
1F504,🔄,counterclockwise arrows button,ဘယ်ရစ် မြားများ ခလုတ်,"နာရီလက်တံလားရာ ဆန့်ကျင်ဘက်, နာရီလက်တံလားရာ ဆန့်ကျင်ဘက်ပြ မြားများ ခလုတ်, နေလားရာနှင့် ဆန့်ကျင်ဘက်ပြ မြားများ, ဘယ်ရစ် မြားများ ခလုတ်, မြား"
1F519,🔙,BACK arrow,နောက်သို့ မြား,"နောက်သို့, နောက်သို့ပြ မြား သင်္ကေတ, မြား"
1F51A,🔚,END arrow,အဆုံးသတ်ပြ မြား,"မြား, အဆုံး, အဆုံးသတ်ပြ မြား"
1F51B,🔛,ON! arrow,ဖွင့်ထားခြင်းပြ မြား သင်္ကေတ,"ဖွင့်ထားခြင်းပြ မြား သင်္ကေတ, ဖွင့်ထားပြီး ပြ သင်္ကေတ, ဖွင့်ထားပြီးပြ မြား သင်္ကေတ, မြား, အမှတ်အသား"
1F51C,🔜,SOON arrow,မကြာမီ မြား,"မကြာမီ ပြ သင်္ကေတ, မကြာမီ မြား, မကြာမီပြ မြား သင်္ကေတ, မြား"
1F51D,🔝,TOP arrow,ထိပ်သို့ မြား,"ထိပ်သို့ မြား, မြား, အထက်သို့, အပေါ်သို့, အပေါ်သို့ပြ မြား သင်္ကေတ"
1F6D0,🛐,place of worship,ဝတ်ပြုရာနေရာ,"ဘာသာရေး, ဝတ်ပြုခြင်း, ဝတ်ပြုရန်နေရာ, ဝတ်ပြုရာနေရာ"
269B-FE0F,⚛️,atom symbol,,
1F549-FE0F,🕉️,om,,
2721-FE0F,✡️,star of David,,
2638-FE0F,☸️,wheel of dharma,,
262F-FE0F,☯️,yin yang,,
271D-FE0F,✝️,latin cross,,
2626-FE0F,☦️,orthodox cross,,
262A-FE0F,☪️,star and crescent,,
262E-FE0F,☮️,peace symbol,,
1F54E,🕎,menorah,ဖယောင်းတိုင်စင်,"ဖယောင်းတိုင်စင်, ဘာသာရေး"
1F52F,🔯,dotted six-pointed star,အစက်ချထားသည့် ခြောက်ထောင့်ကြယ်,"ကံ, ကြယ်, အစက်ချထားသည့် ခြောက်ထောင့်ကြယ်"
